naturalKey,status,reason,originalSubjectName,fileUrl
migration-export:cmrogwcui000nrppuihcw6k5c,unresolved_subject,"No current Subject matches ""Financial Management for Beginners (Eco. GE)"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Financial Management for Beginners (Eco. GE),/uploads/pyqs/91e38923-4a11-4a1d-bbea-5696e8ba54da-Financial_Management_for_Beginners_Eco_GE_Sem_II_PYQ_3.pdf
migration-export:cmrogwcuj000prppuoda4p7nx,unresolved_subject,"No current Subject matches ""Financial Management for Beginners (Eco. GE)"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Financial Management for Beginners (Eco. GE),/uploads/pyqs/99dda5e8-7e61-4d31-b946-f53613eeae40-Financial_Management_for_Beginners_Eco_GE_Sem_II_PYQ_1.pdf
migration-export:cmrogwcuk000rrppu6m7jsche,unresolved_subject,"No current Subject matches ""Financial Literacy"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Financial Literacy,/uploads/pyqs/c23d835b-699e-431f-9291-03abb62054e6-Financial_Literacy_4336.pdf
migration-export:cmrogwcul000trppubhp9293y,unresolved_subject,"No current Subject matches ""Financial Literacy"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Financial Literacy,/uploads/pyqs/c387f671-21eb-4ad8-8a5c-9c039128106b-Financial_Literacy_4366.pdf
migration-export:cmrogwcun000vrppucgdc0116,unresolved_subject,"No match within the mapped/pool programme(s); a global fallback search found 2 Subjects with this name across different programmes (bcom-p, bcom-hons) — ambiguous, never auto-picked.",Finance for Everyone,/uploads/pyqs/cf23d62c-298e-47e4-a5ca-80a53d5816d1-Finance_for_Everyone_SEC_PYQ_4.pdf
migration-export:cmrogwcuo000xrppuhsm9eo54,unresolved_subject,"No current Subject matches ""Financial Literacy"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Financial Literacy,/uploads/pyqs/e9de7fae-92ed-43ab-ab03-701144283c4a-Financial_Literacy_4307.pdf
migration-export:cmrogwcup000zrppu8z5xj6mh,unresolved_subject,"No current Subject matches ""Art of Being Happy"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Art of Being Happy,/uploads/pyqs/f2d53378-7dbd-483a-8d0b-8c55425415bb-Art_of_Being_Happy_4345.pdf
migration-export:cmrogwcuq0011rppuvs2nz6mx,unresolved_subject,"No current Subject matches ""Art of Being Happy"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Art of Being Happy,/uploads/pyqs/f979ac50-0e64-4686-bf92-c0d0956ca396-Art_of_Being_Happy_4316.pdf
migration-export:cmroo5pla000crpxzig9kgkrw,unresolved_subject,"No current Subject matches ""BC 3.4(b) — Cyber Crimes & Laws"" (old programme ""B.Com (Hons) — DU Official Syllabus"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",BC 3.4(b) — Cyber Crimes & Laws,/uploads/pyqs/8df160f3-7d3d-495e-9585-2b1de73d680c-Information_Security_Cyber_Laws_2124.pdf
migration-export:cmroo5qb9000grpxzyy516mog,unresolved_subject,"No current Subject matches ""Hindi Nibandh aur Anya Gadya Vidhayein"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Nibandh aur Anya Gadya Vidhayein,/uploads/pyqs/f7ca1b86-7319-4a2e-bd13-07b05da51a32-Anya_Gadya_Vidhayein_2296.pdf
migration-export:cmroo5rwu000orpxzazrbzykn,unresolved_subject,"No current Subject matches ""History of Modern Europe-I (C 11) / History of India-VII (C 12)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of Modern Europe-I (C 11) / History of India-VII (C 12),/uploads/pyqs/518cf212-e7ad-4b97-9f43-b0e20d5d9496-History_of_Europe_2231.pdf
migration-export:cmroo5spo000trpxzx4fhvb1q,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/393ddaeb-4399-4adc-9be6-e7ad76de36f4-History_of_India_from_1700-1950_2297.pdf
migration-export:cmroo5v0q0015rpxz9xjqndon,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/3bd9f117-7a44-4258-9f3f-0dc721f81c0b-History_of_India_4962.pdf
migration-export:cmroo5w9k001brpxz1ilenaz3,unresolved_subject,"No current Subject matches ""Hindi Kavita (Ritikal)"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Kavita (Ritikal),/uploads/pyqs/a46d8e47-ad0b-426f-a011-bafa4fc5733a-Hindi_Kavita_4941.pdf
migration-export:cmroo5wgo001drpxzwg1d6nr1,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/9acf0442-ee2a-4294-9ffc-4a4ad5888c38-History_of_India_from_1700-1950_2359.pdf
migration-export:cmroo5wsz001frpxzj3kktyvc,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/38148e7b-d6d1-4582-acb0-10138615cce2-History_of_India_1550-1700_4899.pdf
migration-export:cmroo5y18001nrpxzrtb2oqp3,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/c907c478-c6f8-4689-a3ac-1e11938b0aef-History_of_India_1550-1700_4878.pdf
migration-export:cmroo5z5m001urpxzh4fkkt7a,unresolved_subject,"No current Subject matches ""History of India-I (C 1)"" (old programme ""B.A. (Hons.) History"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",History of India-I (C 1),/uploads/pyqs/722d4fd4-0abc-4dfb-bc1e-5d698623678b-History_of_India_4942.pdf
migration-export:cmrota9ub002prpxzu3i0pzzm,unresolved_subject,"No current Subject matches ""Hindi Bhasha: Vyavaharik Vyakaran"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Bhasha: Vyavaharik Vyakaran,/uploads/pyqs/2a605465-7d76-4f7a-84b9-64ba245f1d59-Hindi_Bhasha_aur_Sahitya_ka_Udbhav_Aur_Vikas.pdf
migration-export:cmrovtzb60008rpsr6x33b89i,unresolved_subject,"No current Subject matches ""Fundamental of Investments"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Fundamental of Investments,/uploads/pyqs/b027c049-5031-4916-93cf-05a417617ac8-Fundamental_of_Investments.pdf
migration-export:cmrovv8nc000nrpsr2ozfuddv,unresolved_subject,"No current Subject matches ""HC11 — Mathematical Methods for Economics I"" (old programme ""B.A. (Hons.) Economics"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",HC11 — Mathematical Methods for Economics I,/uploads/pyqs/7f531cab-6bb7-4de2-981d-6d0d768c2826-Mathematical_Methods_12271202_OC.pdf
migration-export:cmrovvdni000rrpsrl6xl7e8s,unresolved_subject,"No current Subject matches ""HC11 — Mathematical Methods for Economics I"" (old programme ""B.A. (Hons.) Economics"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",HC11 — Mathematical Methods for Economics I,/uploads/pyqs/6c36adfd-f66d-4ff3-b434-17665c3711f8-Mathematical_Methods_for_Economics_II_1608.pdf
migration-export:cmrovx8qv000wrpsrwye9w98l,unresolved_subject,"No current Subject matches ""Chemistry of Cosmetics and Hygiene Products"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Chemistry of Cosmetics and Hygiene Products,/uploads/pyqs/313e3b8f-ad3e-454d-851e-90ef717bbe30-Chemistry_of_Cosmetics_2825.pdf
migration-export:cmrovx9c50011rpsr6sug3r0g,unresolved_subject,"No current Subject matches ""Chemistry of Cosmetics and Hygiene Products"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Chemistry of Cosmetics and Hygiene Products,/uploads/pyqs/1f5b173c-eb5a-4e16-941c-4d972861b6af-Chemistry_of_Cosmetics_3277.pdf
migration-export:cmrovx9fe0013rpsrdcnfsrxd,unresolved_subject,"No current Subject matches ""Ring Theory and Linear Algebra I"" (old programme ""B.Sc. (Hons.) Mathematics"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Ring Theory and Linear Algebra I,/uploads/pyqs/9659447e-6e76-4899-8fa6-58838ebe49f1-Elementary_Linear_Algebra_4965.pdf
migration-export:cmrowickp0014rp3fg98eytmw,unresolved_subject,"No current Subject matches ""Rachnatmak Lekhan"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Rachnatmak Lekhan,/uploads/pyqs/9bc004ea-6614-48c5-8db3-e3efb73723ee-Jansanchar_aur_Rachnatmak_Lekhan_4539.pdf
migration-export:cmrowid490018rp3f1h838q3i,unresolved_subject,"No current Subject matches ""Hindi B  4470"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi B  4470,/uploads/pyqs/32577974-081e-4fa1-b84a-5e6e050d5652-Hindi_B_4470.pdf
migration-export:cmrowidho001arp3frktx3yo8,unresolved_subject,"No match within the mapped/pool programme(s); a global fallback search found 6 Subjects with this name across different programmes (ba-prog-punjabi-as-major, ba-prog-punjabi-as-major, ba-prog-punjabi-as-minor, ba-prog-punjabi-as-minor, ba-hons-punjabi, ba-hons-punjabi) — ambiguous, never auto-picked.",Punjabi Bhasha da Mudhla Padhar,/uploads/pyqs/7154f0c6-eba0-41e8-b902-fdba0ddc0228-Punjabi_Bhasha_Da_Mudhla_Padhar_4458.pdf
migration-export:cmrowidpl001crp3f7ubun0h3,unresolved_subject,"No current Subject matches ""EVS   4451"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",EVS   4451,/uploads/pyqs/320839bb-b42a-4896-b156-7869f0c6d874-EVS_667.pdf
migration-export:cmrowidws001erp3f6jdlzqxj,unresolved_subject,"No current Subject matches ""Hindi A  4469"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi A  4469,/uploads/pyqs/80d9f890-973c-45cf-afec-a5c6bb59988b-Hindi_A_4469.pdf
migration-export:cmrowie94001grp3fc5z85yga,unresolved_subject,"No current Subject matches ""Journalistic Writing in Malayalam  4563"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Journalistic Writing in Malayalam  4563,/uploads/pyqs/8f2a831b-5c94-4788-b498-6960447f60b9-Journalistic_Writing_in_Malayalam_4563.pdf
migration-export:cmrowiegz001irp3fheqw4y8r,unresolved_subject,"No current Subject matches ""Translation and Interpretation in Odia"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Translation and Interpretation in Odia,/uploads/pyqs/65c2b00a-5b17-47df-bca8-c72137bf8fb0-Translation_Interpretation_in_Odia_4496.pdf
migration-export:cmrowiep6001krp3foi7p1tl3,unresolved_subject,"No current Subject matches ""Hindi  D  4456"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi  D  4456,/uploads/pyqs/8f897641-272c-408e-89c2-fa844eb44e0c-Hindi-D_4472.pdf
migration-export:cmrowigdk001mrp3fgm138p5m,unresolved_subject,"No current Subject matches ""Jansanchar aur Rachnatmak   4521"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Jansanchar aur Rachnatmak   4521,/uploads/pyqs/672db2a9-5979-43d8-af48-7e7d9b18145b-Jansanchar_aur_Rachnatmak_4521.pdf
migration-export:cmrowigq1001orp3fh6jotpot,unresolved_subject,"No current Subject matches ""Journalistic Writing in Assamese   4555"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Journalistic Writing in Assamese   4555,/uploads/pyqs/f5a8b65f-3646-4f91-b909-761d4e42ed67-Journalistic_Writing_in_Assamese_4555.pdf
migration-export:cmrowigxk001qrp3f5gtg3ff0,unresolved_subject,"No current Subject matches ""Urdu A (12th with Urdu)"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Urdu A (12th with Urdu),/uploads/pyqs/f1635fea-436b-41f2-9247-d27e118500eb-Urdu_C_4466.pdf
migration-export:cmrowihj1001urp3fzfha81y3,unresolved_subject,"No current Subject matches ""Vyavharik Hindi   4520"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Vyavharik Hindi   4520,/uploads/pyqs/7954c99e-d1c5-4dc7-a896-c68a8cf0bfb9-Vyavharik_Hindi_4520.pdf
migration-export:cmrowihsx001wrp3fg8h0u3sh,unresolved_subject,"No current Subject matches ""Sanskrit B - Introductory Upanishad and Gita"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Sanskrit B - Introductory Upanishad and Gita,/uploads/pyqs/3152f7dc-7ab8-48ef-ad23-6cdae856fc5d-Introductory_Upanishad_Geeta_4478.pdf
migration-export:cmrowii0a001yrp3fezy52y38,unresolved_subject,"No current Subject matches ""Hindi Bhasha: Vyavaharik Vyakaran"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Bhasha: Vyavaharik Vyakaran,/uploads/pyqs/dc1535c1-2dc3-4a4e-a15c-b2f928463f9b-Hindi_Bhasha_aur_Takneek_4522A.pdf
migration-export:cmrowiid90020rp3fihteo8mk,unresolved_subject,"No current Subject matches ""Hindi Aupcharik Lekhan"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Aupcharik Lekhan,/uploads/pyqs/b9db0eb3-8d1c-4f5a-9734-2a7aa2556543-Hindi_Aupcharik_Lekhan_4454.pdf
migration-export:cmrowiikb0022rp3f8l8qkn6h,unresolved_subject,"No current Subject matches ""Journalistic Writing in Odia   4568"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Journalistic Writing in Odia   4568,/uploads/pyqs/5f9ccac6-0cf0-4a27-98af-1c16cc1c786f-Journalistic_Writing_in_Odia_4568.pdf
migration-export:cmrowiiru0024rp3fb5o7n50g,unresolved_subject,"No current Subject matches ""Journalistic Writing in Tamil  4571"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Journalistic Writing in Tamil  4571,/uploads/pyqs/568adca3-9dcd-4e45-8cf4-d4ba9cdb5b37-Journalistic_Writing_in_Tamil_4571.pdf
migration-export:cmrowij5c0026rp3fctjybz5c,unresolved_subject,"Ambiguous: 2 Subjects in programme ""university-wide-ability-enhancement-course-pool/university-wide-skill-enhancement-course-pool/university-wide-value-addition-course-pool/university-wide-generic-elective-course-pool/university-wide-discipline-specific-elective-course-pool"" share a name match for ""Sanskrit C - Introduction to Sanskrit Language"" (Sanskrit C: Introduction to Sanskrit Language [sem 1]; Sanskrit C: Introduction to Sanskrit Language [sem 2]) and old semester order (0) did not narrow it to one. Never auto-picked.",Sanskrit C - Introduction to Sanskrit Language,/uploads/pyqs/3398dec5-2714-4549-b1dc-4d5ab45461b3-Sanskrit_B_4532.pdf
migration-export:cmrowijcj0028rp3fex9cpn8q,unresolved_subject,"Ambiguous: 2 Subjects in programme ""university-wide-ability-enhancement-course-pool/university-wide-skill-enhancement-course-pool/university-wide-value-addition-course-pool/university-wide-generic-elective-course-pool/university-wide-discipline-specific-elective-course-pool"" share a name match for ""Translation and Interpretation in Assamese"" (Translation and Interpretation in Assamese [sem 1]; Translation and Interpretation in Assamese [sem 2]) and old semester order (0) did not narrow it to one. Never auto-picked.",Translation and Interpretation in Assamese,/uploads/pyqs/11a10cdf-29de-4147-b61c-517461bae067-Translation_Interpretation_in_Assamese_4483.pdf
migration-export:cmrowijrs002crp3fbzluanox,unresolved_subject,"No current Subject matches ""Vyavharik Hindi   4520"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Vyavharik Hindi   4520,/uploads/pyqs/6b29cfc0-8440-4a07-b3eb-35cad9958dab-Vyavharik_Hindi_4538.pdf
migration-export:cmrowilhw002grp3fjcp3usdm,unresolved_subject,"No current Subject matches ""Hindi Bhasha: Vyavaharik Vyakaran"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Bhasha: Vyavaharik Vyakaran,/uploads/pyqs/a9ac0a8e-511c-481f-a3f9-f2644834093d-Hindi_Bhasha_aur_Takneek_4540.pdf
migration-export:cmrowily7002irp3fxt8p6b3e,unresolved_subject,"No current Subject matches ""Media Lekhan"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Media Lekhan,/uploads/pyqs/036110fd-8155-4012-9382-3d929409ec28-Social_Media_aur_Blog_Lekhan_4471.pdf
migration-export:cmrowim6t002krp3fj2qf23v0,unresolved_subject,"No match within the mapped/pool programme(s); a global fallback search found 6 Subjects with this name across different programmes (ba-prog-punjabi-as-major, ba-prog-punjabi-as-major, ba-prog-punjabi-as-minor, ba-prog-punjabi-as-minor, ba-hons-punjabi, ba-hons-punjabi) — ambiguous, never auto-picked.",Punjabi Bhasha da Mudhla Padhar,/uploads/pyqs/35b4b337-c94b-4b47-8900-f0ed9f76df87-Punjabi_Bhasha_Ate_Anuwad_4522.pdf
migration-export:cmrowimqf002mrp3fvxb1w1j3,unresolved_subject,"No current Subject matches ""Sanskrit B - Introductory Upanishad and Gita"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Sanskrit B - Introductory Upanishad and Gita,/uploads/pyqs/7802b986-afd5-4c09-bf1b-3956fea33c41-Introductory_Upanishad_4462.pdf
migration-export:cmrowinbv002orp3fk1f9oary,unresolved_subject,"No current Subject matches ""Hindi Bhasha: Vyavaharik Vyakaran"" (old programme ""B.A. (Hons.) Hindi"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi Bhasha: Vyavaharik Vyakaran,/uploads/pyqs/ffa92040-0a03-4cf0-ab39-206a1e8f8e6d-Hindi_Bhasha_4453.pdf
migration-export:cmrowinsu002qrp3f6o1w9x8y,unresolved_subject,"No current Subject matches ""SEC-2.3 — Social Media Marketing"" (old programme ""B.Com. (Programme)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",SEC-2.3 — Social Media Marketing,/uploads/pyqs/2bc9121f-eb92-4dce-b88a-9f5dc358b644-Social_Media_4455.pdf
migration-export:cmrowio0b002srp3fee7se7ea,unresolved_subject,"No match within the mapped/pool programme(s); a global fallback search found 6 Subjects with this name across different programmes (ba-prog-punjabi-as-major, ba-prog-punjabi-as-major, ba-prog-punjabi-as-minor, ba-prog-punjabi-as-minor, ba-hons-punjabi, ba-hons-punjabi) — ambiguous, never auto-picked.",Punjabi Bhasha da Mudhla Padhar,/uploads/pyqs/c1654f82-d16e-4f1a-87c0-632c4f1fce74-Punjabi_Bhasha_Ate_Anuwad_4545.pdf
migration-export:cmrowipdr002urp3ftm5dbi16,unresolved_subject,"No current Subject matches ""Hindi  D  4456"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Hindi  D  4456,/uploads/pyqs/4fd9c810-1c16-45be-8904-1736397a06e2-Hindi-_D_4456.pdf
migration-export:cmrp51mxn000yrpyp1lmq9l2t,unresolved_subject,"No current Subject matches ""Journalistic Writing in Malayalam  4563"" (old programme ""Common Pool (VAC / AEC / SEC)"") — not found in the mapped programme(s), the elective pools, or anywhere else in the catalogue, including a conservative fuzzy pass.",Journalistic Writing in Malayalam  4563,/uploads/pyqs/ecf55c0e-728a-4c3a-b86e-3c37d6e55061-Journalistic_Writing_in_Malayalam.pdf
migration-export:cmrp51sur0011rpypf59er4xm,unresolved_subject,"Ambiguous: 2 Subjects in programme ""university-wide-ability-enhancement-course-pool/university-wide-skill-enhancement-course-pool/university-wide-value-addition-course-pool/university-wide-generic-elective-course-pool/university-wide-discipline-specific-elective-course-pool"" share a name match for ""Translation and Interpretation in Telugu"" (Translation and Interpretation in Telugu [sem 1]; Translation and Interpretation in Telugu [sem 2]) and old semester order (0) did not narrow it to one. Never auto-picked.",Translation and Interpretation in Telugu,/uploads/pyqs/e6a9583d-fbfa-4d69-927c-45489fe180c5-Translation_Interpretation_in_Telugu.pdf
migration-export:cmrp523g00015rpyphpfnqy1d,unresolved_subject,"No match within the mapped/pool programme(s); a global fallback search found 6 Subjects with this name across different programmes (ba-prog-punjabi-as-major, ba-prog-punjabi-as-major, ba-prog-punjabi-as-minor, ba-prog-punjabi-as-minor, ba-hons-punjabi, ba-hons-punjabi) — ambiguous, never auto-picked.",Punjabi Bhasha da Mudhla Padhar,/uploads/pyqs/9e9a8d0e-c3cb-467d-82f6-14d35c582eb1-Punjabi_Bhasha_da_Uchtam_Padhar.pdf
